Name,Year,Globe best film winner,Globe best film nominee,BAFTA best film winner,BAFTA best film nominee,Spirit best film nominee,Spirit best film winner,Critic best film winner,Critic best film nominee,Oscar best film winner,Oscar best film nominee
Moneyball ,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
War Horse ,2011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Argo ,2012,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Django Unchained ,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Life of Pi ,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lincoln ,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Zero Dark Thirty ,2012,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
12 Years a Slave ,2013,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Captain Phillips ,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gravity ,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Philomena ,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rush,2013,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boyhood ,2014,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foxcatcher,2014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Imitation Game ,2014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Selma ,2014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Theory of Everything ,2014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Revenant ,2015,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Carol,2015,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Carol,2015,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Mad Max: Fury Road ,2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Room ,2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Spotlight ,2015,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moonlight ,2016,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hacksaw Ridge ,2016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Hell or High Water ,2016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lion ,2016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Manchester by the Sea ,2016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
The Apartment,1960,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
The 400 Blows,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Angry Silence,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Adventure,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
La Dolce Vita,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Elmer Gantry,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Hiroshima mon amour,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Let's Make Love,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Black Orpheus,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Never on Sunday,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Saturday Night and Sunday Morning,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Shadows,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Testament of Orpheus,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Trials of Oscar Wilde,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tunes of Glory,1960,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ballad of a Soldier,1961,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Hustler,1961,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The World of Apu,1961,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Innocents,1961,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Judgment at Nuremberg,1961,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Long and the Short and the Tall,1961,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocco and His Brothers,1961,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Sundowners,1961,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Taste of Honey,1961,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Hole,1961,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Whistle Down the Wind,1961,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lawrence of Arabia,1962,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Last Year at Marienbad,1962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Budd,1962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Elusive Corporal,1962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Lady with the Dog,1962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Naked Island,1962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jules and Jim,1962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Kind of Loving,1962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The L-Shaped Room,1962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lola,1962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Manchurian Candidate,1962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Only Two Can Play,1962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Phaedra,1962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Through a Glass Darkly,1962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Thou Shalt Not Kill,1962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Long Absence,1962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
West Side Story,1962,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Jones,1963,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
8,1963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Liar,1963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
David and Lisa,1963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Days of Wine and Roses,1963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Divorce, Italian Style",1963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Knife in the Water,1963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Four Days of Naples,1963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Servant,1963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
This Sporting Life,1963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
To Kill a Mockingbird,1963,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Strangelove,1964,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Becket,1964,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Pumpkin Eater,1964,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Train,1964,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
My Fair Lady,1965,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hamlet,1965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Hill,1965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Knack ...and How to Get It,1965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Zorba the Greek,1965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Who's Afraid of Virginia Woolf?,1966,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Doctor Zhivago,1966,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan  A Suitable Case for Treatment,1966,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Spy Who Came in From The Cold,1966,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Man For All Seasons,1967,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Bonnie and Clyde,1967,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
In the Heat of the Night,1967,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
A Man and a Woman,1967,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Graduate,1968,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2001: A Space Odyssey,2001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver!,2001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Closely Observed Trains,2001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Midnight Cowboy,1969,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Oh! What a Lovely War,1969,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Women in Love,1969,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Z,1969,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Butch Cassidy and the Sundance Kid,1970,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kes,1970,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
M*A*S*H,1970,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Ryan's Daughter,1970,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Sunday Bloody Sunday,1971,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Go-Between,1971,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Death in Venice,1971,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Taking Off,1971,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cabaret,1972,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
A Clockwork Orange,1972,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The French Connection,1972,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Last Picture Show,1972,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Day for Night,1973,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Day of the Jackal,1973,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Discreet Charm of the Bourgeoisie,1973,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Don't Look Now,1973,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Lacombe Lucien,1974,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chinatown,1974,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Last Detail,1974,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Murder on the Orient Express,1974,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alice Doesn't Live Here Anymore,1975,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Barry Lyndon,1975,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Dog Day Afternoon,1975,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Jaws,1975,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
One Flew Over the Cuckoo's Nest,1976,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
All the President's Men,1976,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Bugsy Malone,1976,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Taxi Driver,1976,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Annie Hall,1977,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
A Bridge Too Far,1977,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Network,1977,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rocky,1977,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Julia,1978,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Close Encounters of the Third Kind,1978,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Midnight Express,1978,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Star Wars,1978,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Manhattan,1979,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Apocalypse Now,1979,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The China Syndrome,1979,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Deer Hunter,1979,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Elephant Man,1980,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Being There,1980,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kagemusha,1980,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kramer vs. Kramer,1980,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Chariots of Fire,1981,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Atlantic City,1981,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Gregory's Girl,1981,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Raiders of the Lost Ark,1981,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Gandhi,1982,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
E.T. the Extra-Terrestrial,1982,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Missing,1982,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
On Golden Pond,1982,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Educating Rita,1983,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Heat and Dust,1983,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Local Hero,1983,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Tootsie,1983,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Killing Fields,1984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Dresser,1984,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Paris, Texas",1984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Private Function,1984,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Purple Rose of Cairo,1985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Amadeus,1985,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Back to the Future,1985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Passage to India,1985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Witness,1985,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
A Room with a View,1986,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Hannah and Her Sisters,1986,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Mission,1986,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Jean de Florette,1987,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Hope and Glory,1987,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Radio Days,1987,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Last Emperor,1988,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Au revoir les enfants,1988,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Babette's Feast,1988,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Fish Called Wanda,1988,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dead Poets Society,1989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
My Left Foot,1989,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Shirley Valentine,1989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
When Harry Met Sally...,1989,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Goodfellas,1990,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Crimes and Misdemeanors,1990,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Driving Miss Daisy,1990,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Pretty Woman,1990,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Commitments,1991,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dances with Wolves,1991,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Silence of the Lambs,1991,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Thelma and Louise,1991,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Howards End,1992,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Crying Game,1992,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Player,1992,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Strictly Ballroom,1992,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Unforgiven,1992,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Schindler's List,1993,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
The Piano,1993,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Remains of the Day,1993,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Shadowlands,1993,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Four Weddings and a Funeral,1994,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Forrest Gump,1994,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Pulp Fiction,1994,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Quiz Show,1994,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Sense and Sensibility,1995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Babe,1995,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Madness of King George,1995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Usual Suspects,1995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The English Patient,1996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Fargo,1996,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Secrets and Lies,1996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Shine,1996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Full Monty,1997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
L.A. Confidential,1997,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Mrs Brown,1997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Titanic,1997,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Shakespeare in Love,1998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Elizabeth,1998,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Saving Private Ryan,1998,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
American Beauty,1999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
East is East,1999,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Sixth Sense,1999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Gladiator,2000,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Almost Famous,2000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
"Crouching Tiger, Hidden Dragon",2000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Erin Brockovich,2000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Lord of the Rings: The Fellowship of the Ring,2001,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Amlie,2001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A Beautiful Mind,2001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Moulin Rouge!,2001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Shrek,2001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
The Pianist,2002,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Chicago,2002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Gangs of New York,2002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Hours,2002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Lord of the Rings: The Two Towers,2002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Lord of the Rings: The Return of the King,2003,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
Big Fish,2003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Lost in Translation,2003,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Lost in Translation,2003,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Master and Commander: The Far Side of the World,2003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Aviator,2004,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Eternal Sunshine of the Spotless Mind,2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Finding Neverland,2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Motorcycle Diaries,2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vera Drake,2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Brokeback Mountain,2005,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Brokeback Mountain,2005,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Capote,2005,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Capote,2005,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Crash,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
"Good Night, and Good Luck",2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
The Queen,2006,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Babel,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Departed,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
The Last King of Scotland,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Little Miss Sunshine,2006,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Little Miss Sunshine,2006,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Atonement,2007,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The Lives of Others,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
No Country for Old Men,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
There Will Be Blood,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Slumdog Millionaire,2008,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
The Curious Case of Benjamin Button,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Frost/Nixon,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Milk,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
